day_of_demand,sku,Daily_Demand,is_promotion
2024-01-28,SKU_3,127,0
2024-01-29,SKU_3,124,1
2024-01-30,SKU_3,117,0
2024-01-31,SKU_3,135,0
2024-02-01,SKU_3,131,1
2024-02-02,SKU_3,108,0
2024-02-03,SKU_3,134,0
2024-02-04,SKU_3,107,1
2024-02-05,SKU_3,116,0
2024-02-06,SKU_3,114,1
2024-02-07,SKU_3,129,1
2024-02-08,SKU_3,122,0
2024-02-09,SKU_3,117,0
2024-02-10,SKU_3,132,0
2024-02-11,SKU_3,129,0
2024-02-12,SKU_3,129,1
2024-02-13,SKU_3,126,0
2024-02-14,SKU_3,149,0
2024-02-15,SKU_3,131,0
2024-02-16,SKU_3,170,1
2024-02-17,SKU_3,128,0
2024-02-18,SKU_3,136,0
2024-02-19,SKU_3,154,0
2024-02-20,SKU_3,130,0
2024-02-21,SKU_3,157,1
2024-02-22,SKU_3,146,0
2024-02-23,SKU_3,133,0
2024-02-24,SKU_3,145,0
2024-02-25,SKU_3,139,0
2024-02-26,SKU_3,140,0
2024-02-27,SKU_3,134,1
2024-02-28,SKU_3,143,1
2024-02-29,SKU_3,148,0
2024-03-01,SKU_3,145,0
2024-03-02,SKU_3,153,1
2024-03-03,SKU_3,159,1
2024-03-04,SKU_3,161,0
2024-03-05,SKU_3,147,1
2024-03-06,SKU_3,155,0
2024-03-07,SKU_3,164,1
2024-03-08,SKU_3,124,1
2024-03-09,SKU_3,154,1
2024-03-10,SKU_3,149,1
2024-03-11,SKU_3,161,1
2024-03-12,SKU_3,152,0
2024-03-13,SKU_3,139,0
2024-03-14,SKU_3,149,0
2024-03-15,SKU_3,156,1
2024-03-16,SKU_3,139,0
2024-03-17,SKU_3,145,1
2024-03-18,SKU_3,149,1
2024-03-19,SKU_3,151,1
2024-03-20,SKU_3,146,0
2024-03-21,SKU_3,159,0
2024-03-22,SKU_3,143,1
2024-03-23,SKU_3,148,0
2024-03-24,SKU_3,152,0
2024-03-25,SKU_3,161,0
2024-03-26,SKU_3,163,0
2024-03-27,SKU_3,158,0
2024-03-28,SKU_3,160,0
2024-03-29,SKU_3,128,0
2024-03-30,SKU_3,150,0
2024-03-31,SKU_3,162,0
2024-04-01,SKU_3,162,1
2024-04-02,SKU_3,143,1
2024-04-03,SKU_3,151,0
2024-04-04,SKU_3,142,0
2024-04-05,SKU_3,166,1
2024-04-06,SKU_3,143,1
2024-04-07,SKU_3,143,0
2024-04-08,SKU_3,161,0
2024-04-09,SKU_3,144,1
2024-04-10,SKU_3,142,1
2024-04-11,SKU_3,121,1
2024-04-12,SKU_3,177,1
2024-04-13,SKU_3,154,0
2024-04-14,SKU_3,154,1
2024-04-15,SKU_3,163,1
2024-04-16,SKU_3,163,1
2024-04-17,SKU_3,141,0
2024-04-18,SKU_3,146,1
2024-04-19,SKU_3,159,1
2024-04-20,SKU_3,153,0
2024-04-21,SKU_3,150,1
2024-04-22,SKU_3,151,1
2024-04-23,SKU_3,156,0
2024-04-24,SKU_3,158,1
2024-04-25,SKU_3,157,1
2024-04-26,SKU_3,148,0
2024-04-27,SKU_3,127,0
2024-04-28,SKU_3,162,1
2024-04-29,SKU_3,135,0
2024-04-30,SKU_3,135,0
2024-05-01,SKU_3,150,1
2024-05-02,SKU_3,142,1
2024-05-03,SKU_3,148,0
2024-05-04,SKU_3,128,0
2024-05-05,SKU_3,139,0
2024-05-06,SKU_3,156,0
2024-05-07,SKU_3,141,1
2024-05-08,SKU_3,139,0
2024-05-09,SKU_3,137,0
2024-05-10,SKU_3,146,1
2024-05-11,SKU_3,150,0
2024-05-12,SKU_3,164,1
2024-05-13,SKU_3,130,1
2024-05-14,SKU_3,118,0
2024-05-15,SKU_3,146,1
2024-05-16,SKU_3,133,1
2024-05-17,SKU_3,153,1
2024-05-18,SKU_3,135,1
2024-05-19,SKU_3,118,0
2024-05-20,SKU_3,140,1
2024-05-21,SKU_3,128,0
2024-05-22,SKU_3,129,0
2024-05-23,SKU_3,139,1
2024-05-24,SKU_3,150,1
2024-05-25,SKU_3,108,0
2024-05-26,SKU_3,118,0
2024-05-27,SKU_3,143,1
2024-05-28,SKU_3,146,0
2024-05-29,SKU_3,118,1
2024-05-30,SKU_3,127,0
2024-05-31,SKU_3,107,0
2024-06-01,SKU_3,123,1
2024-06-02,SKU_3,102,0
2024-06-03,SKU_3,136,1
2024-06-04,SKU_3,126,0
2024-06-05,SKU_3,141,0
2024-06-06,SKU_3,125,1
2024-06-07,SKU_3,109,1
2024-06-08,SKU_3,113,0
2024-06-09,SKU_3,116,1
2024-06-10,SKU_3,118,0
2024-06-11,SKU_3,120,1
2024-06-12,SKU_3,102,0
2024-06-13,SKU_3,126,1
2024-06-14,SKU_3,107,0
2024-06-15,SKU_3,91,1
2024-06-16,SKU_3,116,1
2024-06-17,SKU_3,133,1
2024-06-18,SKU_3,113,1
2024-06-19,SKU_3,98,0
2024-06-20,SKU_3,112,1
2024-06-21,SKU_3,115,0
2024-06-22,SKU_3,103,1
2024-06-23,SKU_3,111,0
2024-06-24,SKU_3,110,1
2024-06-25,SKU_3,90,0
2024-06-26,SKU_3,94,0
2024-06-27,SKU_3,97,0
2024-06-28,SKU_3,113,1
2024-06-29,SKU_3,102,1
2024-06-30,SKU_3,92,1
2024-07-01,SKU_3,118,1
2024-07-02,SKU_3,93,0
2024-07-03,SKU_3,111,1
2024-07-04,SKU_3,97,1
2024-07-05,SKU_3,83,0
2024-07-06,SKU_3,105,0
2024-07-07,SKU_3,96,0
2024-07-08,SKU_3,98,1
2024-07-09,SKU_3,70,1
2024-07-10,SKU_3,104,0
2024-07-11,SKU_3,77,0
2024-07-12,SKU_3,90,0
2024-07-13,SKU_3,68,0
2024-07-14,SKU_3,86,1
2024-07-15,SKU_3,101,0
2024-07-16,SKU_3,116,1
2024-07-17,SKU_3,80,1
2024-07-18,SKU_3,82,0
2024-07-19,SKU_3,82,1
2024-07-20,SKU_3,79,1
2024-07-21,SKU_3,90,1
2024-07-22,SKU_3,86,1
2024-07-23,SKU_3,71,0
2024-07-24,SKU_3,84,1
2024-07-25,SKU_3,48,1
2024-07-26,SKU_3,92,0
2024-07-27,SKU_3,105,0
2024-07-28,SKU_3,79,1
2024-07-29,SKU_3,58,1
2024-07-30,SKU_3,93,1
2024-07-31,SKU_3,71,0
2024-08-01,SKU_3,57,0
2024-08-02,SKU_3,75,0
2024-08-03,SKU_3,74,0
2024-08-04,SKU_3,76,0
2024-08-05,SKU_3,68,0
2024-08-06,SKU_3,80,1
2024-08-07,SKU_3,51,0
2024-08-08,SKU_3,74,1
2024-08-09,SKU_3,55,0
2024-08-10,SKU_3,51,0
2024-08-11,SKU_3,41,0
2024-08-12,SKU_3,60,0
2024-08-13,SKU_3,80,0
2024-08-14,SKU_3,70,0
2024-08-15,SKU_3,69,0
2024-08-16,SKU_3,72,0
2024-08-17,SKU_3,56,1
2024-08-18,SKU_3,54,1
2024-08-19,SKU_3,54,1
2024-08-20,SKU_3,73,1
2024-08-21,SKU_3,69,1
2024-08-22,SKU_3,79,0
2024-08-23,SKU_3,75,1
2024-08-24,SKU_3,66,1
2024-08-25,SKU_3,71,1
2024-08-26,SKU_3,52,0
2024-08-27,SKU_3,66,0
2024-08-28,SKU_3,49,0
2024-08-29,SKU_3,34,0
2024-08-30,SKU_3,77,0
2024-08-31,SKU_3,66,0
2024-09-01,SKU_3,65,1
2024-09-02,SKU_3,49,1
2024-09-03,SKU_3,55,1
2024-09-04,SKU_3,57,0
2024-09-05,SKU_3,60,1
2024-09-06,SKU_3,53,0
2024-09-07,SKU_3,71,1
2024-09-08,SKU_3,54,0
2024-09-09,SKU_3,53,0
2024-09-10,SKU_3,47,1
2024-09-11,SKU_3,44,0
2024-09-12,SKU_3,61,0
2024-09-13,SKU_3,61,1
2024-09-14,SKU_3,58,0
2024-09-15,SKU_3,54,0
2024-09-16,SKU_3,29,0
2024-09-17,SKU_3,54,0
2024-09-18,SKU_3,47,1
2024-09-19,SKU_3,33,0
2024-09-20,SKU_3,64,1
2024-09-21,SKU_3,46,0
2024-09-22,SKU_3,59,1
2024-09-23,SKU_3,41,1
2024-09-24,SKU_3,57,0
2024-09-25,SKU_3,45,1
2024-09-26,SKU_3,43,1
2024-09-27,SKU_3,55,1
2024-09-28,SKU_3,48,0
2024-09-29,SKU_3,28,0
2024-09-30,SKU_3,41,0
2024-10-01,SKU_3,41,1
2024-10-02,SKU_3,25,1
2024-10-03,SKU_3,48,1
2024-10-04,SKU_3,40,0
2024-10-05,SKU_3,37,0
2024-10-06,SKU_3,50,0
2024-10-07,SKU_3,50,0
2024-10-08,SKU_3,30,1
2024-10-09,SKU_3,59,0
2024-10-10,SKU_3,59,0
2024-10-11,SKU_3,52,1
2024-10-12,SKU_3,50,0
2024-10-13,SKU_3,70,1
2024-10-14,SKU_3,68,1
2024-10-15,SKU_3,66,1
2024-10-16,SKU_3,31,0
2024-10-17,SKU_3,53,1
2024-10-18,SKU_3,49,0
2024-10-19,SKU_3,53,0
2024-10-20,SKU_3,38,0
2024-10-21,SKU_3,49,0
2024-10-22,SKU_3,37,0
2024-10-23,SKU_3,67,1
2024-10-24,SKU_3,53,0
2024-10-25,SKU_3,61,1
2024-10-26,SKU_3,57,0
2024-10-27,SKU_3,58,0
2024-10-28,SKU_3,48,1
2024-10-29,SKU_3,52,1
2024-10-30,SKU_3,59,1
2024-10-31,SKU_3,52,1
2024-11-01,SKU_3,55,0
2024-11-02,SKU_3,48,0
2024-11-03,SKU_3,71,1
2024-11-04,SKU_3,61,1
2024-11-05,SKU_3,79,0
2024-11-06,SKU_3,53,1
2024-11-07,SKU_3,69,1
2024-11-08,SKU_3,69,1
2024-11-09,SKU_3,65,1
2024-11-10,SKU_3,78,1
2024-11-11,SKU_3,46,0
2024-11-12,SKU_3,32,0
2024-11-13,SKU_3,58,0
2024-11-14,SKU_3,62,1
2024-11-15,SKU_3,70,1
2024-11-16,SKU_3,68,0
2024-11-17,SKU_3,65,1
2024-11-18,SKU_3,60,0
2024-11-19,SKU_3,84,0
2024-11-20,SKU_3,61,0
2024-11-21,SKU_3,86,1
2024-11-22,SKU_3,84,0
2024-11-23,SKU_3,67,0
2024-11-24,SKU_3,78,1
2024-11-25,SKU_3,74,0
2024-11-26,SKU_3,66,0
2024-11-27,SKU_3,72,0
2024-11-28,SKU_3,91,0
2024-11-29,SKU_3,83,0
2024-11-30,SKU_3,66,0
2024-12-01,SKU_3,62,0
2024-12-02,SKU_3,92,1
2024-12-03,SKU_3,62,0
2024-12-04,SKU_3,89,1
2024-12-05,SKU_3,75,0
2024-12-06,SKU_3,86,0
2024-12-07,SKU_3,84,0
2024-12-08,SKU_3,89,0
2024-12-09,SKU_3,81,1
2024-12-10,SKU_3,88,0
2024-12-11,SKU_3,69,0
2024-12-12,SKU_3,91,0
2024-12-13,SKU_3,75,0
2024-12-14,SKU_3,102,1
2024-12-15,SKU_3,89,1
2024-12-16,SKU_3,65,0
2024-12-17,SKU_3,97,0
2024-12-18,SKU_3,99,0
2024-12-19,SKU_3,86,1
2024-12-20,SKU_3,76,0
2024-12-21,SKU_3,93,0
2024-12-22,SKU_3,89,0
2024-12-23,SKU_3,99,1
2024-12-24,SKU_3,109,0
2024-12-25,SKU_3,102,0
2024-12-26,SKU_3,94,1
2024-12-27,SKU_3,89,0
2024-12-28,SKU_3,112,1
2024-12-29,SKU_3,84,0
2024-12-30,SKU_3,103,0
2024-01-01,SKU_30,108,1
2024-01-02,SKU_30,86,0
2024-01-03,SKU_30,114,1
2024-01-04,SKU_30,96,0
2024-01-05,SKU_30,110,1
2024-01-06,SKU_30,105,1
2024-01-07,SKU_30,94,1
2024-01-08,SKU_30,104,0
2024-01-09,SKU_30,123,0
2024-01-10,SKU_30,93,0
2024-01-11,SKU_30,106,0
2024-01-12,SKU_30,128,0
2024-01-13,SKU_30,114,0
2024-01-14,SKU_30,103,0
2024-01-15,SKU_30,129,0
2024-01-16,SKU_30,110,0
2024-01-17,SKU_30,116,0
2024-01-18,SKU_30,116,0
2024-01-19,SKU_30,123,0
2024-01-20,SKU_30,105,0
2024-01-21,SKU_30,116,1
2024-01-22,SKU_30,128,0
2024-01-23,SKU_30,126,1
2024-01-24,SKU_30,132,0
2024-01-25,SKU_30,135,1
2024-01-26,SKU_30,119,1
2024-01-27,SKU_30,128,0
2024-01-28,SKU_30,152,1
2024-01-29,SKU_30,131,0
2024-01-30,SKU_30,127,1
2024-01-31,SKU_30,113,1
2024-02-01,SKU_30,119,0
2024-02-02,SKU_30,125,1
2024-02-03,SKU_30,125,0
2024-02-04,SKU_30,111,0
2024-02-05,SKU_30,121,0
2024-02-06,SKU_30,135,1
2024-02-07,SKU_30,136,0
2024-02-08,SKU_30,147,1
2024-02-09,SKU_30,146,1
2024-02-10,SKU_30,129,1
2024-02-11,SKU_30,130,0
2024-02-12,SKU_30,124,0
2024-02-13,SKU_30,132,1
2024-02-14,SKU_30,134,0
2024-02-15,SKU_30,122,0
2024-02-16,SKU_30,132,0
2024-02-17,SKU_30,139,0
2024-02-18,SKU_30,133,0
2024-02-19,SKU_30,143,0
2024-02-20,SKU_30,127,0
2024-02-21,SKU_30,131,0
2024-02-22,SKU_30,122,0
2024-02-23,SKU_30,142,0
2024-02-24,SKU_30,140,0
2024-02-25,SKU_30,124,0
2024-02-26,SKU_30,133,0
2024-02-27,SKU_30,124,0
2024-02-28,SKU_30,136,1
2024-02-29,SKU_30,133,0
2024-03-01,SKU_30,143,0
2024-03-02,SKU_30,126,0
2024-03-03,SKU_30,143,1
2024-03-04,SKU_30,156,0
2024-03-05,SKU_30,176,1
2024-03-06,SKU_30,155,1
2024-03-07,SKU_30,138,0
2024-03-08,SKU_30,151,1
2024-03-09,SKU_30,156,1
2024-03-10,SKU_30,135,0
2024-03-11,SKU_30,148,0
2024-03-12,SKU_30,132,0
2024-03-13,SKU_30,167,1
2024-03-14,SKU_30,139,1
2024-03-15,SKU_30,148,0
2024-03-16,SKU_30,146,0
2024-03-17,SKU_30,154,1
2024-03-18,SKU_30,171,1
2024-03-19,SKU_30,145,0
2024-03-20,SKU_30,151,0
2024-03-21,SKU_30,136,0
2024-03-22,SKU_30,156,0
2024-03-23,SKU_30,161,1
2024-03-24,SKU_30,147,0
2024-03-25,SKU_30,157,1
2024-03-26,SKU_30,172,0
2024-03-27,SKU_30,128,1
2024-03-28,SKU_30,162,0
2024-03-29,SKU_30,153,0
2024-03-30,SKU_30,125,0
2024-03-31,SKU_30,150,0
2024-04-01,SKU_30,144,0
2024-04-02,SKU_30,163,1
2024-04-03,SKU_30,149,0
2024-04-04,SKU_30,146,0
2024-04-05,SKU_30,147,0
2024-04-06,SKU_30,142,1
2024-04-07,SKU_30,147,1
2024-04-08,SKU_30,161,1
2024-04-09,SKU_30,152,0
2024-04-10,SKU_30,141,0
2024-04-11,SKU_30,147,0
2024-04-12,SKU_30,163,0
2024-04-13,SKU_30,161,0
2024-04-14,SKU_30,169,1
2024-04-15,SKU_30,140,1
2024-04-16,SKU_30,175,1
2024-04-17,SKU_30,137,1
2024-04-18,SKU_30,151,0
2024-04-19,SKU_30,148,1
2024-04-20,SKU_30,154,1
2024-04-21,SKU_30,141,1
2024-04-22,SKU_30,146,0
2024-04-23,SKU_30,146,0
2024-04-24,SKU_30,167,1
2024-04-25,SKU_30,143,1
2024-04-26,SKU_30,153,0
2024-04-27,SKU_30,153,1
2024-04-28,SKU_30,150,0
2024-04-29,SKU_30,154,1
2024-04-30,SKU_30,144,0
2024-05-01,SKU_30,151,0
2024-05-02,SKU_30,134,0
2024-05-03,SKU_30,131,0
2024-05-04,SKU_30,159,1
2024-05-05,SKU_30,137,1
2024-05-06,SKU_30,144,1
2024-05-07,SKU_30,156,0
2024-05-08,SKU_30,123,0
2024-05-09,SKU_30,126,0
2024-05-10,SKU_30,144,0
2024-05-11,SKU_30,124,0
2024-05-12,SKU_30,168,1
2024-05-13,SKU_30,137,0
2024-05-14,SKU_30,147,1
2024-05-15,SKU_30,152,1
2024-05-16,SKU_30,100,0
2024-05-17,SKU_30,156,1
2024-05-18,SKU_30,132,0
2024-05-19,SKU_30,117,0
2024-05-20,SKU_30,122,0
2024-05-21,SKU_30,113,1
2024-05-22,SKU_30,156,1
2024-05-23,SKU_30,136,1
2024-05-24,SKU_30,116,0
2024-05-25,SKU_30,147,1
2024-05-26,SKU_30,137,0
2024-05-27,SKU_30,124,0
2024-05-28,SKU_30,119,0
2024-05-29,SKU_30,136,1
2024-05-30,SKU_30,132,0
2024-05-31,SKU_30,108,1
2024-06-01,SKU_30,117,0
2024-06-02,SKU_30,132,1
2024-06-03,SKU_30,123,0
2024-06-04,SKU_30,117,0
2024-06-05,SKU_30,122,0
2024-06-06,SKU_30,125,1
2024-06-07,SKU_30,94,0
2024-06-08,SKU_30,131,0
2024-06-09,SKU_30,105,1
2024-06-10,SKU_30,105,1
2024-06-11,SKU_30,124,1
2024-06-12,SKU_30,112,0
2024-06-13,SKU_30,106,0
2024-06-14,SKU_30,133,0
2024-06-15,SKU_30,98,1
2024-06-16,SKU_30,110,1
2024-06-17,SKU_30,113,0
2024-06-18,SKU_30,105,0
2024-06-19,SKU_30,103,0
2024-06-20,SKU_30,107,1
2024-06-21,SKU_30,124,1
2024-06-22,SKU_30,111,1
2024-06-23,SKU_30,108,1
2024-06-24,SKU_30,112,1
2024-06-25,SKU_30,101,0
2024-06-26,SKU_30,93,0
2024-06-27,SKU_30,86,0
2024-06-28,SKU_30,109,0
2024-06-29,SKU_30,121,1
2024-06-30,SKU_30,84,0
2024-07-01,SKU_30,94,1
2024-07-02,SKU_30,113,0
2024-07-03,SKU_30,107,1
2024-07-04,SKU_30,117,1
2024-07-05,SKU_30,96,0
2024-07-06,SKU_30,89,0
2024-07-07,SKU_30,79,0
2024-07-08,SKU_30,74,0
2024-07-09,SKU_30,103,1
2024-07-10,SKU_30,93,1
2024-07-11,SKU_30,84,0
2024-07-12,SKU_30,87,1
2024-07-13,SKU_30,89,0
2024-07-14,SKU_30,94,0
2024-07-15,SKU_30,80,0
2024-07-16,SKU_30,66,0
2024-07-17,SKU_30,64,0
2024-07-18,SKU_30,89,0
2024-07-19,SKU_30,91,0
2024-07-20,SKU_30,70,0
2024-07-21,SKU_30,78,0
2024-07-22,SKU_30,60,1
2024-07-23,SKU_30,99,1
2024-07-24,SKU_30,88,1
2024-07-25,SKU_30,67,0
2024-07-26,SKU_30,91,1
2024-07-27,SKU_30,82,1
2024-07-28,SKU_30,56,0
2024-07-29,SKU_30,60,0
2024-07-30,SKU_30,66,0
2024-07-31,SKU_30,85,0
2024-08-01,SKU_30,70,0
2024-08-02,SKU_30,60,1
2024-08-03,SKU_30,76,0
2024-08-04,SKU_30,78,1
2024-08-05,SKU_30,72,0
2024-08-06,SKU_30,76,1
2024-08-07,SKU_30,70,0
2024-08-08,SKU_30,57,0
2024-08-09,SKU_30,72,1
2024-08-10,SKU_30,57,1
2024-08-11,SKU_30,63,0
2024-08-12,SKU_30,68,0
2024-08-13,SKU_30,73,1
2024-08-14,SKU_30,62,1
2024-08-15,SKU_30,65,1
2024-08-16,SKU_30,50,0
2024-08-17,SKU_30,52,0
2024-08-18,SKU_30,70,0
2024-08-19,SKU_30,74,1
2024-08-20,SKU_30,66,1
2024-08-21,SKU_30,84,1
2024-08-22,SKU_30,85,1
2024-08-23,SKU_30,65,1
2024-08-24,SKU_30,72,0
2024-08-25,SKU_30,55,0
2024-08-26,SKU_30,68,1
2024-08-27,SKU_30,57,0
2024-08-28,SKU_30,59,1
2024-08-29,SKU_30,71,0
2024-08-30,SKU_30,64,0
2024-08-31,SKU_30,56,0
2024-09-01,SKU_30,44,1
2024-09-02,SKU_30,70,0
2024-09-03,SKU_30,52,0
2024-09-04,SKU_30,37,0
2024-09-05,SKU_30,57,1
2024-09-06,SKU_30,54,1
2024-09-07,SKU_30,55,1
2024-09-08,SKU_30,60,0
2024-09-09,SKU_30,41,1
2024-09-10,SKU_30,65,0
2024-09-11,SKU_30,37,0
2024-09-12,SKU_30,49,1
2024-09-13,SKU_30,39,1
2024-09-14,SKU_30,58,0
2024-09-15,SKU_30,44,0
2024-09-16,SKU_30,45,0
2024-09-17,SKU_30,47,1
2024-09-18,SKU_30,24,0
2024-09-19,SKU_30,30,0
2024-09-20,SKU_30,70,0
2024-09-21,SKU_30,51,0
2024-09-22,SKU_30,64,0
2024-09-23,SKU_30,42,0
2024-09-24,SKU_30,55,0
2024-09-25,SKU_30,58,0
2024-09-26,SKU_30,38,1
2024-09-27,SKU_30,61,1
2024-09-28,SKU_30,64,0
2024-09-29,SKU_30,40,1
2024-09-30,SKU_30,70,0
2024-10-01,SKU_30,56,0
2024-10-02,SKU_30,51,0
2024-10-03,SKU_30,28,0
2024-10-04,SKU_30,47,0
2024-10-05,SKU_30,52,0
2024-10-06,SKU_30,63,0
2024-10-07,SKU_30,61,0
2024-10-08,SKU_30,45,1
2024-10-09,SKU_30,54,0
2024-10-10,SKU_30,50,1
2024-10-11,SKU_30,55,1
2024-10-12,SKU_30,46,1
2024-10-13,SKU_30,53,1
2024-10-14,SKU_30,57,1
2024-10-15,SKU_30,25,0
2024-10-16,SKU_30,66,0
2024-10-17,SKU_30,69,1
2024-10-18,SKU_30,38,0
2024-10-19,SKU_30,47,1
2024-10-20,SKU_30,64,0
2024-10-21,SKU_30,61,1
2024-10-22,SKU_30,58,0
2024-10-23,SKU_30,54,1
2024-10-24,SKU_30,62,1
2024-10-25,SKU_30,62,1
2024-10-26,SKU_30,64,1
2024-10-27,SKU_30,50,1
2024-10-28,SKU_30,58,0
2024-10-29,SKU_30,64,1
2024-10-30,SKU_30,61,1
2024-10-31,SKU_30,56,1
2024-11-01,SKU_30,64,1
2024-11-02,SKU_30,50,1
2024-11-03,SKU_30,57,0
2024-11-04,SKU_30,64,0
2024-11-05,SKU_30,34,0
2024-11-06,SKU_30,55,1
2024-11-07,SKU_30,66,0
2024-11-08,SKU_30,60,0
2024-11-09,SKU_30,56,1
2024-11-10,SKU_30,38,0
2024-11-11,SKU_30,72,1
2024-11-12,SKU_30,67,1
2024-11-13,SKU_30,56,1
2024-11-14,SKU_30,63,1
2024-11-15,SKU_30,59,1
2024-11-16,SKU_30,67,1
2024-11-17,SKU_30,71,1
2024-11-18,SKU_30,67,1
2024-11-19,SKU_30,63,1
2024-11-20,SKU_30,70,0
2024-11-21,SKU_30,48,1
2024-11-22,SKU_30,90,1
2024-11-23,SKU_30,65,1
2024-11-24,SKU_30,86,1
2024-11-25,SKU_30,70,0
2024-11-26,SKU_30,78,1
2024-11-27,SKU_30,62,1
2024-11-28,SKU_30,82,1
2024-11-29,SKU_30,76,1
2024-11-30,SKU_30,86,0
2024-12-01,SKU_30,87,0
2024-12-02,SKU_30,63,1
2024-12-03,SKU_30,72,0
2024-12-04,SKU_30,79,0
2024-12-05,SKU_30,98,1
2024-12-06,SKU_30,81,0
2024-12-07,SKU_30,89,1
2024-12-08,SKU_30,86,1
2024-12-09,SKU_30,75,1
2024-12-10,SKU_30,110,1
2024-12-11,SKU_30,81,1
2024-12-12,SKU_30,86,1
2024-12-13,SKU_30,96,1
2024-12-14,SKU_30,74,0
2024-12-15,SKU_30,97,1
2024-12-16,SKU_30,95,0
2024-12-17,SKU_30,99,0
2024-12-18,SKU_30,93,1
2024-12-19,SKU_30,86,0
2024-12-20,SKU_30,91,1
2024-12-21,SKU_30,88,0
2024-12-22,SKU_30,95,1
2024-12-23,SKU_30,98,0
2024-12-24,SKU_30,82,1
2024-12-25,SKU_30,99,1
2024-12-26,SKU_30,89,0
2024-12-27,SKU_30,106,1
2024-12-28,SKU_30,94,0
2024-12-29,SKU_30,97,0
2024-12-30,SKU_30,92,0
2024-01-01,SKU_31,96,1
2024-01-02,SKU_31,107,0
2024-01-03,SKU_31,124,1
2024-01-04,SKU_31,116,0
2024-01-05,SKU_31,91,0
2024-01-06,SKU_31,114,0
2024-01-07,SKU_31,92,0
2024-01-08,SKU_31,104,1
2024-01-09,SKU_31,112,1
2024-01-10,SKU_31,124,1
2024-01-11,SKU_31,116,0
2024-01-12,SKU_31,102,0
2024-01-13,SKU_31,111,1
2024-01-14,SKU_31,116,0
2024-01-15,SKU_31,122,0
2024-01-16,SKU_31,109,0
2024-01-17,SKU_31,111,0
2024-01-18,SKU_31,131,1
2024-01-19,SKU_31,117,0
2024-01-20,SKU_31,115,0
2024-01-21,SKU_31,120,1
2024-01-22,SKU_31,97,1
2024-01-23,SKU_31,124,1
2024-01-24,SKU_31,120,0
2024-01-25,SKU_31,142,1
2024-01-26,SKU_31,103,0
2024-01-27,SKU_31,127,1
2024-01-28,SKU_31,111,0
2024-01-29,SKU_31,112,0
2024-01-30,SKU_31,137,0
2024-01-31,SKU_31,123,1
2024-02-01,SKU_31,129,1
2024-02-02,SKU_31,99,0
2024-02-03,SKU_31,115,0
2024-02-04,SKU_31,108,0
2024-02-05,SKU_31,121,1
2024-02-06,SKU_31,125,0
2024-02-07,SKU_31,150,1
2024-02-08,SKU_31,133,1
2024-02-09,SKU_31,116,0
2024-02-10,SKU_31,139,0
2024-02-11,SKU_31,139,1
2024-02-12,SKU_31,122,1
2024-02-13,SKU_31,143,1
2024-02-14,SKU_31,129,0
2024-02-15,SKU_31,143,1
2024-02-16,SKU_31,150,0
2024-02-17,SKU_31,135,0
2024-02-18,SKU_31,144,0
2024-02-19,SKU_31,141,0
2024-02-20,SKU_31,134,0
2024-02-21,SKU_31,153,1
2024-02-22,SKU_31,137,1
2024-02-23,SKU_31,121,0
2024-02-24,SKU_31,140,1
2024-02-25,SKU_31,138,0
2024-02-26,SKU_31,123,1
2024-02-27,SKU_31,129,0
2024-02-28,SKU_31,152,0
2024-02-29,SKU_31,143,0
2024-03-01,SKU_31,139,0
2024-03-02,SKU_31,153,1
2024-03-03,SKU_31,157,0
2024-03-04,SKU_31,152,0
2024-03-05,SKU_31,157,0
2024-03-06,SKU_31,135,1
2024-03-07,SKU_31,163,0
2024-03-08,SKU_31,150,1
2024-03-09,SKU_31,155,0
2024-03-10,SKU_31,159,1
2024-03-11,SKU_31,159,0
2024-03-12,SKU_31,157,1
2024-03-13,SKU_31,109,1
2024-03-14,SKU_31,151,0
2024-03-15,SKU_31,161,1
2024-03-16,SKU_31,159,1
2024-03-17,SKU_31,164,0
2024-03-18,SKU_31,157,1
2024-03-19,SKU_31,150,0
2024-03-20,SKU_31,147,1
2024-03-21,SKU_31,126,0
2024-03-22,SKU_31,144,1
2024-03-23,SKU_31,156,1
2024-03-24,SKU_31,141,1
2024-03-25,SKU_31,164,1
2024-03-26,SKU_31,115,0
2024-03-27,SKU_31,153,0
2024-03-28,SKU_31,153,0
2024-03-29,SKU_31,152,1
2024-03-30,SKU_31,169,0
2024-03-31,SKU_31,141,0
2024-04-01,SKU_31,148,1
2024-04-02,SKU_31,152,1
2024-04-03,SKU_31,143,0
2024-04-04,SKU_31,163,0
2024-04-05,SKU_31,135,0
2024-04-06,SKU_31,142,0
2024-04-07,SKU_31,157,1
2024-04-08,SKU_31,139,0
2024-04-09,SKU_31,167,1
2024-04-10,SKU_31,146,0
2024-04-11,SKU_31,153,1
2024-04-12,SKU_31,155,1
2024-04-13,SKU_31,151,0
2024-04-14,SKU_31,163,1
2024-04-15,SKU_31,149,0
2024-04-16,SKU_31,140,0
2024-04-17,SKU_31,136,1
2024-04-18,SKU_31,162,1
2024-04-19,SKU_31,164,1
2024-04-20,SKU_31,158,1
2024-04-21,SKU_31,139,1
2024-04-22,SKU_31,137,0
2024-04-23,SKU_31,146,0
2024-04-24,SKU_31,152,1
2024-04-25,SKU_31,121,0
2024-04-26,SKU_31,143,0
2024-04-27,SKU_31,137,0
2024-04-28,SKU_31,131,0
